step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
11,TRANSFER,485771.93,C561027769,0.0,0.0,C1289453529,8488999.83,8974771.76,0.0
9,PAYMENT,12841.08,C2086108713,0.0,0.0,M227055059,0.0,0.0,0.0
14,CASH_OUT,337180.55,C570214745,0.0,0.0,C191751046,2031210.46,2909993.11,0.0
12,CASH_IN,200836.95,C1034366846,248253.26,449090.2,C1825634724,6970679.33,6396343.79,0.0
9,CASH_OUT,29175.99,C191925468,50993.0,21817.01,C261538301,27812.74,328067.31,0.0
12,CASH_IN,82623.45,C1227914508,20005.0,102628.45,C2095093840,0.0,0.0,0.0
11,CASH_OUT,138890.68,C474243419,0.0,0.0,C1750665229,140751.08,279641.76,0.0
14,CASH_OUT,33995.09,C906762868,15652.0,0.0,C267819394,1176436.7,1210431.8,0.0
15,CASH_OUT,54757.51,C627720462,0.0,0.0,C1762322619,2004343.16,2059100.67,0.0
14,PAYMENT,7988.45,C1482332357,0.0,0.0,M689128640,0.0,0.0,0.0
14,PAYMENT,4086.96,C916662406,26224.0,22137.04,M849427342,0.0,0.0,0.0
15,CASH_OUT,25376.76,C458887111,109.0,0.0,C1697243488,0.0,25376.76,0.0
10,CASH_IN,10965.21,C465630192,7836.0,18801.21,C104012589,165915.64,154950.43,0.0
13,PAYMENT,4052.28,C580203594,0.0,0.0,M1885371037,0.0,0.0,0.0
10,CASH_IN,11219.78,C21521055,4344393.54,4355613.32,C2121674731,80808.87,2925303.05,0.0
14,PAYMENT,7593.62,C1416982476,0.0,0.0,M1959251042,0.0,0.0,0.0
7,DEBIT,1167.94,C1467394552,538.0,0.0,C1271835801,3042.0,7207.24,0.0
9,PAYMENT,5773.11,C1803843525,29676.08,23902.98,M1864525826,0.0,0.0,0.0
12,PAYMENT,23830.38,C1517101221,20133.0,0.0,M390780665,0.0,0.0,0.0
8,CASH_OUT,39438.25,C651619413,473967.51,434529.26,C1538264524,241360.63,555348.58,0.0
14,PAYMENT,16623.05,C223784952,0.0,0.0,M1225393581,0.0,0.0,0.0
13,CASH_OUT,177042.86,C251902434,0.0,0.0,C2000302511,696634.25,873677.11,0.0
9,PAYMENT,8121.41,C1146159034,0.0,0.0,M1257332069,0.0,0.0,0.0
13,PAYMENT,7553.39,C1249086104,690796.52,683243.13,M783976144,0.0,0.0,0.0
14,PAYMENT,2379.98,C1731394201,34107.0,31727.02,M196581641,0.0,0.0,0.0
14,CASH_OUT,250248.35,C1414879780,0.0,0.0,C1329760387,379791.72,602168.84,0.0
1,CASH_OUT,60360.45,C102318785,0.0,0.0,C1256728724,94056.3,69756.86,0.0
9,CASH_OUT,275093.88,C2105751111,0.0,0.0,C963801415,281735.06,556828.94,0.0
15,PAYMENT,29436.48,C760550120,300905.0,271468.52,M1396716869,0.0,0.0,0.0
8,CASH_IN,158843.45,C1820363591,287142.0,445985.45,C1274219061,4270.0,0.0,0.0
8,CASH_OUT,117266.06,C1442625747,0.0,0.0,C1923206317,957271.22,1805166.52,0.0
14,TRANSFER,202286.99,C1223150955,0.0,0.0,C1687191050,430973.59,707572.3,0.0
10,CASH_IN,185130.0,C1009441489,3943682.4,4128812.4,C2116529533,270096.0,58050.96,0.0
15,TRANSFER,1439904.94,C1375657977,883346.85,0.0,C153509194,10390115.62,12080183.47,0.0
11,CASH_OUT,67647.23,C1332014821,0.0,0.0,C1633271169,4358019.4,6296113.8,0.0
14,PAYMENT,1056.28,C1224297105,82777.0,81720.72,M298815360,0.0,0.0,0.0
12,PAYMENT,687.58,C9372513,0.0,0.0,M1574519127,0.0,0.0,0.0
14,PAYMENT,10154.85,C2077305535,0.0,0.0,M1829974401,0.0,0.0,0.0
12,CASH_OUT,146028.55,C1512091329,0.0,0.0,C1177171243,357923.98,444722.79,0.0
11,CASH_OUT,142439.36,C248989353,0.0,0.0,C1944140224,8210115.52,8352554.88,0.0
8,CASH_IN,29306.03,C2057693714,7507873.69,7537179.72,C1501701470,3510720.56,4463342.32,0.0
11,CASH_IN,178971.08,C934275607,1449038.7,1628009.78,C279730708,1834008.82,1844065.18,0.0
14,CASH_OUT,71629.56,C514570433,10438.0,0.0,C514839211,1486595.25,1852679.12,0.0
14,CASH_OUT,220841.52,C526842942,0.0,0.0,C529404054,567147.35,1003361.2,0.0
11,PAYMENT,11774.15,C1293031365,20914.0,9139.85,M916349414,0.0,0.0,0.0
13,CASH_OUT,125778.07,C1938604669,0.0,0.0,C1091916245,2429378.5,2827727.51,0.0
15,CASH_IN,83032.85,C643334679,22311.0,105343.85,C1313165692,135884.4,624023.61,0.0
13,CASH_OUT,13162.82,C1253242483,2773.0,0.0,C1572966944,3751569.96,3764732.77,0.0
15,PAYMENT,1024.41,C295206645,10327.0,9302.59,M1907114912,0.0,0.0,0.0
14,PAYMENT,39.67,C2102421997,10267.0,10227.33,M680794829,0.0,0.0,0.0
15,CASH_IN,90637.23,C868896233,49769.0,140406.23,C750027742,1397240.3,2753442.53,0.0
10,TRANSFER,914425.9,C1495263879,0.0,0.0,C244660498,1058159.24,1821868.03,0.0
12,CASH_OUT,106040.43,C1657074329,6115.0,0.0,C1534864622,51768.0,0.0,0.0
10,CASH_OUT,179366.8,C1669570064,0.0,0.0,C1375936066,558809.57,2405586.86,0.0
14,CASH_IN,292748.68,C155674971,1247.0,293995.68,C1853288514,749941.79,176892.49,0.0
15,TRANSFER,876012.34,C1296019390,20639.0,0.0,C467842451,0.0,876012.34,0.0
9,PAYMENT,37107.29,C828885065,168404.28,131296.99,M1823458596,0.0,0.0,0.0
11,PAYMENT,5906.71,C909302965,974513.28,968606.57,M136232941,0.0,0.0,0.0
11,CASH_IN,189794.17,C1323070683,20559.0,210353.17,C1948471365,6722154.0,6440543.74,0.0
14,CASH_OUT,49363.02,C273077749,0.0,0.0,C759435114,218547.36,195406.34,0.0
11,TRANSFER,1266049.75,C797988875,172465.0,0.0,C1860399020,153836.81,1580276.26,0.0
14,CASH_IN,147619.67,C1348018025,651216.0,798835.67,C364219942,347232.47,380887.42,0.0
10,TRANSFER,2962079.84,C573945223,3074572.18,112492.34,C2569346,3029121.07,5834837.06,0.0
8,TRANSFER,519090.67,C1757915132,0.0,0.0,C1508456612,2075606.7,5975262.38,0.0
9,CASH_OUT,267709.97,C1491289769,24476.0,0.0,C901558964,35536.0,303245.97,0.0
9,CASH_OUT,42535.39,C143314954,67785.0,25249.61,C2034281467,0.0,0.0,0.0
14,CASH_OUT,41045.83,C543538777,0.0,0.0,C1452190384,199054.55,240100.39,0.0
12,PAYMENT,1770.49,C2052680147,61860.0,60089.51,M764660058,0.0,0.0,0.0
14,CASH_OUT,336661.16,C920337203,70093.0,0.0,C1654125234,0.0,336661.16,0.0
15,PAYMENT,239.5,C1012400467,1471.0,1231.5,M347173787,0.0,0.0,0.0
12,CASH_OUT,604255.85,C276179136,0.0,0.0,C1048855692,2433257.41,3037513.26,0.0
10,CASH_IN,127129.73,C2101928809,6022466.97,6149596.71,C1991252420,10099514.49,9924101.65,0.0
9,TRANSFER,866965.71,C424501244,0.0,0.0,C11003494,15487289.9,16792645.39,0.0
14,PAYMENT,18818.11,C1741386607,11426.0,0.0,M448395719,0.0,0.0,0.0
10,CASH_OUT,10062.6,C25320390,0.0,0.0,C1839930097,1173227.85,1343525.96,0.0
12,CASH_OUT,166263.61,C1012580843,170848.0,4584.39,C1740277954,156178.5,564033.37,0.0
11,CASH_OUT,215908.01,C93792409,0.0,0.0,C1185356766,450203.9,501345.21,0.0
13,CASH_IN,173568.47,C862908796,10778.0,184346.47,C856163067,0.0,0.0,0.0
15,CASH_OUT,88078.78,C837347333,0.0,0.0,C1466624481,1106217.43,2270547.95,0.0
15,CASH_OUT,67996.21,C1982797292,166463.93,98467.72,C1326930245,111807.29,300835.99,0.0
10,PAYMENT,16552.96,C1625728203,18320.0,1767.04,M462604737,0.0,0.0,0.0
14,CASH_IN,129116.14,C1134897758,43711.14,172827.28,C1644835818,1361794.34,813929.07,0.0
13,PAYMENT,12888.57,C57100518,2758.0,0.0,M2088410246,0.0,0.0,0.0
9,CASH_OUT,110248.36,C1533597515,0.0,0.0,C1674513830,765404.07,873725.39,0.0
10,CASH_IN,72854.56,C282581404,7253.0,80107.56,C1428171686,253499.65,0.0,0.0
8,TRANSFER,285997.23,C1623275279,5098.0,0.0,C1866827563,6545.0,4057979.08,0.0
15,CASH_OUT,158628.13,C675735051,203207.0,44578.87,C1534581314,484686.61,643314.74,0.0
8,CASH_OUT,139920.01,C1362929743,232.0,0.0,C2045348822,0.0,155428.79,0.0
9,CASH_OUT,12437.78,C1307582613,0.0,0.0,C338671335,113756.21,315994.89,0.0
9,CASH_IN,16563.46,C1220675007,18215557.04,18232120.49,C1821075330,182712.83,322231.28,0.0
11,CASH_IN,128467.88,C1484103658,31793.0,160260.88,C1957968295,14667.56,0.0,0.0
11,CASH_OUT,263902.28,C1761628993,0.0,0.0,C1657944512,590194.12,854096.4,0.0
9,PAYMENT,7571.42,C553093105,361828.53,354257.11,M370949348,0.0,0.0,0.0
15,CASH_OUT,127382.0,C1077318011,5257.0,0.0,C1398917188,529116.02,656498.02,0.0
13,CASH_OUT,593608.01,C1332371886,515.0,0.0,C2117232293,307125.04,900733.05,0.0
8,CASH_OUT,31937.6,C751310061,3700.0,0.0,C1805162633,20151.17,0.0,0.0
14,CASH_OUT,105731.13,C907442576,0.0,0.0,C113186893,200686.48,248963.45,0.0
13,PAYMENT,33103.83,C1080614253,30363.0,0.0,M1558742624,0.0,0.0,0.0
9,PAYMENT,8145.61,C1817782291,30269.0,22123.39,M1245134956,0.0,0.0,0.0
9,CASH_OUT,186141.1,C609461666,0.0,0.0,C1286084959,12976193.84,13162334.93,0.0
14,CASH_IN,123149.58,C1459703125,2992369.92,3115519.51,C299752435,170295.58,47146.0,0.0
14,CASH_OUT,190154.14,C898944418,0.0,0.0,C252357921,706129.95,970518.1,0.0
7,CASH_OUT,28247.26,C729581434,0.0,0.0,C1754599205,30087.0,45454.38,0.0
10,TRANSFER,512072.18,C2020314266,124574.0,0.0,C1275843932,79116.0,0.0,0.0
8,CASH_IN,94593.92,C1434786215,43644.0,138237.92,C1245472829,0.0,0.0,0.0
14,PAYMENT,6078.65,C750829516,8218.0,2139.35,M1857609351,0.0,0.0,0.0
10,CASH_OUT,252246.56,C1315074034,0.0,0.0,C2012808675,384661.51,636908.07,0.0
12,CASH_IN,61065.21,C817352407,7328697.96,7389763.17,C1649787185,408770.23,438279.92,0.0
9,PAYMENT,1339.63,C2124611642,30706.36,29366.73,M1884870663,0.0,0.0,0.0
15,PAYMENT,22943.21,C1507285900,0.0,0.0,M1083652579,0.0,0.0,0.0
9,CASH_IN,86811.36,C1975450824,8304603.99,8391415.35,C1796091521,396508.23,309696.87,0.0
11,CASH_OUT,3284.48,C340571294,0.0,0.0,C1897707634,1093739.66,1185774.16,0.0
10,CASH_OUT,271861.08,C730401633,446015.59,174154.51,C981198566,2097598.21,2143468.97,0.0
14,PAYMENT,674.15,C725558965,41570.0,40895.85,M372855099,0.0,0.0,0.0
10,CASH_IN,345340.23,C1415307744,4302719.86,4648060.08,C637109899,635292.71,476056.32,0.0
11,PAYMENT,9923.64,C1935787274,0.0,0.0,M735165100,0.0,0.0,0.0
12,PAYMENT,17658.01,C1104188880,48769.0,31110.99,M2030001576,0.0,0.0,0.0
10,PAYMENT,13834.52,C727842884,0.0,0.0,M1385684108,0.0,0.0,0.0
4,PAYMENT,2215.57,C2000793115,104582.0,102366.43,M1357185836,0.0,0.0,0.0
10,DEBIT,3419.71,C943037281,51082.26,47662.54,C625261816,2616868.24,3143874.91,0.0
11,PAYMENT,15658.42,C1283972421,392314.18,376655.76,M954868839,0.0,0.0,0.0
10,PAYMENT,2890.78,C1440468140,152876.9,149986.12,M1758643900,0.0,0.0,0.0
12,CASH_IN,195399.36,C1724739945,11900781.49,12096180.85,C782652457,230662.61,35263.24,0.0
9,PAYMENT,4150.58,C1695629996,0.0,0.0,M278121708,0.0,0.0,0.0
13,CASH_OUT,102217.88,C891290582,0.0,0.0,C748014372,12805999.2,12800456.02,0.0
14,CASH_OUT,171927.1,C136431760,0.0,0.0,C1646362974,1596957.14,1948173.1,0.0
10,CASH_OUT,244041.94,C1542920340,0.0,0.0,C483287972,4347478.21,4621956.36,0.0
12,CASH_IN,251259.77,C361461459,1668959.15,1920218.92,C542895457,5387749.2,5342722.82,0.0
14,TRANSFER,318554.99,C584506107,12111.0,0.0,C564186091,1691302.13,2451994.91,0.0
13,PAYMENT,11573.95,C127859694,11103.0,0.0,M418661285,0.0,0.0,0.0
13,PAYMENT,127.27,C1744262849,62945.0,62817.73,M2079597561,0.0,0.0,0.0
12,PAYMENT,32857.48,C1285037283,343837.01,310979.53,M69094568,0.0,0.0,0.0
12,CASH_OUT,262607.97,C1828571572,0.0,0.0,C91293619,2615653.51,2878261.48,0.0
1,PAYMENT,9855.76,C465233746,134660.49,124804.72,M1175154004,0.0,0.0,0.0
12,PAYMENT,8107.12,C1050187594,179518.8,171411.68,M1040298253,0.0,0.0,0.0
15,CASH_OUT,109867.42,C221292243,30618.0,0.0,C1595854593,969331.03,1079198.45,0.0
13,PAYMENT,3427.38,C529957423,0.0,0.0,M967691836,0.0,0.0,0.0
14,TRANSFER,623805.07,C508965500,11656.0,0.0,C357889099,0.0,1779534.8,0.0
11,PAYMENT,5560.68,C95779811,13223.0,7662.32,M60595994,0.0,0.0,0.0
14,TRANSFER,372730.81,C1929195838,0.0,0.0,C1502487300,4648927.8,5291830.67,0.0
11,PAYMENT,32619.28,C2000906720,122342.0,89722.72,M858075072,0.0,0.0,0.0
11,CASH_IN,90037.85,C1746587044,3188013.07,3278050.91,C2039260934,1651990.24,2909196.48,0.0
12,PAYMENT,2924.5,C512265417,28953.0,26028.5,M685993548,0.0,0.0,0.0
1,PAYMENT,6557.51,C878861517,107056.04,100498.52,M746394140,0.0,0.0,0.0
10,CASH_OUT,406151.73,C772692927,115190.0,0.0,C804836251,307331.82,283683.41,0.0
14,CASH_OUT,273677.41,C1179025228,0.0,0.0,C2145458753,15699430.77,16275675.61,0.0
9,CASH_OUT,335648.91,C1930608747,32568.0,0.0,C1186256103,9231334.65,9064174.4,0.0
8,CASH_OUT,61220.08,C1255928348,20753.0,0.0,C1840046890,0.0,824422.61,0.0
13,PAYMENT,5160.32,C1586347317,0.0,0.0,M1562022453,0.0,0.0,0.0
12,CASH_IN,114730.55,C891828800,6227698.5,6342429.05,C849552705,309732.31,10481.81,0.0
14,TRANSFER,1254277.22,C868517069,100125.0,0.0,C682047102,0.0,1010493.77,0.0
10,TRANSFER,2949742.45,C1466780977,12016.0,0.0,C640492521,515707.14,3465449.59,0.0
15,CASH_OUT,253607.58,C997174540,15878.0,0.0,C861057755,355691.07,609298.65,0.0
15,CASH_IN,160624.76,C997689526,2370217.91,2530842.67,C979318636,2335629.73,2175004.97,0.0
6,PAYMENT,3130.97,C1413136929,8252.0,5121.03,M577828237,0.0,0.0,0.0
13,CASH_OUT,287316.97,C199116739,0.0,0.0,C1311088350,1873356.88,2160673.84,0.0
5,PAYMENT,4177.38,C655550708,12075.0,7897.62,M1486277532,0.0,0.0,0.0
10,PAYMENT,11274.57,C957331610,22250.0,10975.43,M897814427,0.0,0.0,0.0
7,PAYMENT,1822.72,C1811001461,25066.0,23243.28,M490930210,0.0,0.0,0.0
11,CASH_OUT,234054.48,C1310405650,0.0,0.0,C1674513830,2655358.66,2889413.15,0.0
9,PAYMENT,6269.36,C696777068,0.0,0.0,M560399654,0.0,0.0,0.0
10,CASH_IN,38403.63,C1301900907,3258055.27,3296458.9,C899896932,1480748.37,2675299.69,0.0
10,CASH_OUT,444624.63,C2026183262,0.0,0.0,C391903689,3316759.81,3879952.56,0.0
13,CASH_IN,77074.82,C1546873240,0.0,77074.82,C145158636,4873788.04,4796713.22,0.0
10,PAYMENT,9621.24,C316294015,0.0,0.0,M1875612104,0.0,0.0,0.0
13,PAYMENT,8425.77,C824479909,149521.0,141095.23,M920181458,0.0,0.0,0.0
12,CASH_OUT,233650.56,C1698608929,0.0,0.0,C1001309617,1647699.58,1881350.14,0.0
11,PAYMENT,19916.73,C2052340158,15149.0,0.0,M42990102,0.0,0.0,0.0
12,CASH_IN,174315.97,C2125117847,71424.0,245739.97,C111210112,6539902.11,6365586.14,0.0
9,PAYMENT,34227.53,C252467275,0.0,0.0,M1831677542,0.0,0.0,0.0
15,CASH_OUT,134326.78,C1835212390,63604.0,0.0,C1530453131,182723.0,802274.98,0.0
15,CASH_OUT,335906.66,C1255069126,0.0,0.0,C2097141675,3016509.83,3299869.49,0.0
12,CASH_OUT,33164.88,C267272289,11221.0,0.0,C340937308,0.0,0.0,0.0
9,CASH_OUT,238218.7,C383806974,0.0,0.0,C576244244,3706503.98,5527591.89,0.0
12,PAYMENT,17614.91,C1292260934,212985.86,195370.95,M346000185,0.0,0.0,0.0
15,PAYMENT,5360.99,C1361638002,511244.84,505883.85,M415136890,0.0,0.0,0.0
11,PAYMENT,11435.78,C530433500,0.0,0.0,M578982027,0.0,0.0,0.0
9,CASH_IN,238269.2,C1847373449,21457.0,259726.2,C2102040020,10931389.57,10887165.78,0.0
11,PAYMENT,29247.44,C596130538,36013.33,6765.89,M1228423372,0.0,0.0,0.0
11,CASH_IN,205366.56,C1976226554,45612.0,250978.56,C2102549317,5691482.8,5486116.24,0.0
12,PAYMENT,29777.45,C1404064107,825033.08,795255.63,M1853969231,0.0,0.0,0.0
13,TRANSFER,429318.08,C385586309,0.0,0.0,C952933933,2262444.24,2691762.32,0.0
12,CASH_IN,81713.05,C2023487162,188.0,81901.05,C692514979,1317490.92,983519.06,0.0
8,CASH_OUT,90876.46,C1093434206,22067.0,0.0,C370428315,2799.07,93675.54,0.0
15,CASH_IN,231952.5,C1815324153,4934560.64,5166513.14,C1577213552,1067753.38,644744.83,0.0
14,CASH_IN,69208.87,C1116145122,4097766.97,4166975.84,C1457383927,1404610.39,1109416.53,0.0
11,CASH_OUT,68345.06,C1465704686,101703.0,33357.94,C2094962524,141839.0,210184.06,0.0
11,DEBIT,4669.98,C349397440,61825.0,57155.02,C338077337,416414.35,421084.33,0.0
9,TRANSFER,1375598.91,C55450827,110421.5,0.0,C395525501,1625281.81,3424241.36,0.0
6,CASH_OUT,148274.34,C16705482,116368.43,0.0,C1838584624,7958064.39,8245234.16,0.0
10,CASH_IN,275203.42,C554028922,503450.89,778654.31,C1679416916,280089.37,4885.95,0.0
9,CASH_OUT,598134.17,C594762443,0.0,0.0,C544535736,946442.45,1554401.09,0.0
9,TRANSFER,2881739.96,C352304636,18448.03,0.0,C1870237274,3275084.21,6156824.17,0.0
15,CASH_OUT,15708.81,C1224441836,0.0,0.0,C2073754729,1425598.64,1441307.45,0.0
9,CASH_OUT,6790.97,C1469892520,0.0,0.0,C1936052523,15937.0,22727.97,0.0
11,PAYMENT,5626.48,C155055883,0.0,0.0,M678160128,0.0,0.0,0.0
10,CASH_OUT,244304.25,C1463549459,0.0,0.0,C1588635270,1108899.74,1353203.99,0.0
14,CASH_OUT,411747.63,C1711272660,1977.0,0.0,C2078745453,9349734.47,9780497.7,0.0
13,CASH_IN,342618.59,C901865151,3811918.74,4154537.33,C1552859894,11736685.28,11394066.69,0.0
9,CASH_OUT,55137.89,C212164828,0.0,0.0,C1460718414,103491.23,7332.57,0.0
15,CASH_OUT,503415.69,C630639889,0.0,0.0,C436062906,817098.29,1613932.14,0.0
10,PAYMENT,18676.04,C801673050,283790.75,265114.72,M888044811,0.0,0.0,0.0
11,PAYMENT,11618.66,C1606316586,203002.71,191384.05,M156903886,0.0,0.0,0.0
11,CASH_IN,290146.51,C1379222996,113.0,290259.51,C1752753127,157.0,0.0,0.0
14,CASH_OUT,52706.69,C829307583,22473.0,0.0,C160675313,205314.35,35849.45,0.0
13,CASH_OUT,76354.74,C1444810804,0.0,0.0,C144436412,253749.49,35811.69,0.0
9,CASH_OUT,149324.27,C727266963,105878.0,0.0,C1173060930,694.0,150018.27,0.0
10,PAYMENT,21830.74,C785119166,400889.54,379058.79,M1492787080,0.0,0.0,0.0
12,CASH_IN,289313.62,C1404115890,586565.07,875878.69,C2061161663,0.0,0.0,0.0
9,CASH_OUT,273292.77,C278071384,0.0,0.0,C1951887558,305239.92,820176.69,0.0
11,CASH_OUT,395059.47,C1047235220,41425.0,0.0,C795240919,0.0,717345.43,0.0
11,CASH_OUT,110798.1,C456394443,6045.0,0.0,C2095263022,1177562.89,1288360.99,0.0
13,CASH_IN,127610.13,C918797121,18976495.54,19104105.67,C679811888,453409.38,325799.25,0.0
15,CASH_OUT,177968.18,C1916283070,0.0,0.0,C1178388156,4898358.15,5076326.32,0.0
10,CASH_OUT,604774.74,C1185756406,295023.6,0.0,C1813397950,966720.03,1571494.77,0.0
10,PAYMENT,21192.16,C741910157,896765.65,875573.49,M504977805,0.0,0.0,0.0
11,CASH_IN,96545.36,C1207215863,299840.34,396385.7,C201995133,1365808.76,1131534.18,0.0
8,CASH_OUT,10774.43,C204689231,580828.11,570053.68,C14057327,89749.79,131071.85,0.0
11,CASH_OUT,328839.68,C1728603450,155909.33,0.0,C1060999444,132256.5,461096.19,0.0
14,TRANSFER,437311.34,C1606180564,0.0,0.0,C1165398731,3129911.65,3813110.87,0.0
12,CASH_OUT,328946.89,C1332015530,0.0,0.0,C1099915107,2086864.06,3551251.9,0.0
9,CASH_OUT,344054.26,C1997071938,0.0,0.0,C408536992,595945.25,1540848.8,0.0
9,PAYMENT,9366.22,C507848850,1566867.06,1557500.84,M1366247098,0.0,0.0,0.0
13,CASH_OUT,536124.51,C1641933519,102594.0,0.0,C1528863132,669.84,761507.35,0.0
9,TRANSFER,109595.94,C1607280842,0.0,0.0,C1817874146,476081.66,551950.58,0.0
14,TRANSFER,34348.08,C1078953042,0.0,0.0,C2099688336,1102000.93,1622667.09,0.0
12,PAYMENT,3707.67,C2131440827,0.0,0.0,M1655218496,0.0,0.0,0.0
14,CASH_IN,50694.47,C426608515,2103769.49,2154463.96,C1589083345,2163041.85,2274869.79,0.0
13,CASH_OUT,407563.97,C343606024,458196.0,50632.03,C385990323,0.0,862815.96,0.0
15,CASH_OUT,93217.25,C1473620350,0.0,0.0,C1230920799,1274329.66,1474856.88,0.0
11,PAYMENT,11991.22,C14727673,47898.0,35906.78,M1989272889,0.0,0.0,0.0
13,CASH_OUT,158449.31,C1697960093,0.0,0.0,C840395259,1524806.16,1683255.47,0.0
10,TRANSFER,1227420.21,C193318944,0.0,0.0,C1416283760,1280847.36,2508267.57,0.0
12,CASH_OUT,170811.85,C562701795,8100.0,0.0,C263888755,761287.56,900096.32,0.0
12,CASH_IN,160413.11,C1735392135,527.0,160940.11,C2088120706,9088.0,153608.32,0.0
12,CASH_OUT,164675.43,C988537770,75817.0,0.0,C1882650186,163745.64,780738.36,0.0
12,CASH_OUT,115711.47,C184362214,60361.0,0.0,C1214753999,450776.7,0.0,0.0
13,CASH_OUT,258642.88,C1719137196,73052.0,0.0,C1321122275,0.0,258642.88,0.0
12,PAYMENT,23341.42,C125911163,20805.0,0.0,M793798804,0.0,0.0,0.0
11,CASH_IN,216259.09,C501522212,892407.37,1108666.45,C1514834483,249908.15,120736.04,0.0
13,CASH_IN,239587.4,C1826434763,2472960.34,2712547.73,C93880012,1630209.24,1390621.85,0.0
13,PAYMENT,15108.02,C1266867709,877.0,0.0,M1614696104,0.0,0.0,0.0
10,CASH_IN,127696.1,C1153394859,24783.0,152479.1,C1827996167,1840519.72,2453237.6,0.0
11,PAYMENT,28075.01,C2094358412,53404.0,25328.99,M1625364884,0.0,0.0,0.0
12,PAYMENT,17652.02,C1335520357,21151.91,3499.89,M1759591300,0.0,0.0,0.0
14,CASH_OUT,152734.06,C1497965864,132132.0,0.0,C1736382819,140063.99,292798.05,0.0
9,CASH_OUT,301242.08,C1974002335,0.0,0.0,C1963862935,973683.02,1395950.13,0.0
12,TRANSFER,1637230.11,C269615539,0.0,0.0,C1186679466,2630623.37,4119012.43,0.0
10,CASH_OUT,335695.53,C1432750909,0.0,0.0,C1337062880,976463.15,1312158.67,0.0
11,PAYMENT,12393.11,C710334702,1122148.2,1109755.08,M708816011,0.0,0.0,0.0
12,PAYMENT,14115.58,C584245309,2187.0,0.0,M93041606,0.0,0.0,0.0
10,CASH_OUT,292163.22,C1274909275,0.0,0.0,C2001120792,2407921.43,3265629.13,0.0
11,CASH_IN,148663.09,C605156821,743744.28,892407.37,C195600860,401375.01,224235.49,0.0
14,CASH_OUT,8575.0,C347675848,0.0,0.0,C766813745,5837725.93,5846300.93,0.0
9,CASH_OUT,173160.18,C1229673335,219.0,0.0,C1481637576,1274983.64,1642524.05,0.0
12,PAYMENT,5893.58,C705125591,0.0,0.0,M566704086,0.0,0.0,0.0
10,CASH_OUT,253004.03,C540903126,62878.0,0.0,C1121709582,11004.0,43845.62,0.0
9,PAYMENT,10229.08,C386476106,23443.43,13214.35,M1840810810,0.0,0.0,0.0
12,TRANSFER,1123192.44,C1996379403,0.0,0.0,C2008647667,5998799.34,7793214.23,0.0
14,PAYMENT,16783.86,C776275233,0.0,0.0,M436257124,0.0,0.0,0.0
11,CASH_IN,54040.62,C1605631978,2300029.34,2354069.96,C1471913049,510448.37,456407.75,0.0
12,CASH_IN,13257.06,C134375198,5313552.07,5326809.14,C238732802,634902.23,621645.17,0.0
11,CASH_IN,166644.18,C809860788,41912.0,208556.18,C1620698860,0.0,0.0,0.0
13,CASH_OUT,35190.98,C297063854,0.0,0.0,C1091880246,208060.73,243251.7,0.0
13,CASH_OUT,8056.04,C334307693,28469.0,20412.96,C2053933390,321419.78,37138.45,0.0
14,CASH_OUT,58396.32,C338249629,0.0,0.0,C1335058396,81547.0,257876.92,0.0
7,PAYMENT,2561.95,C1524054677,14247.0,11685.05,M1768778780,0.0,0.0,0.0
13,CASH_OUT,203652.21,C1723177678,811287.0,607634.79,C1289882877,0.0,203652.21,0.0
10,CASH_OUT,117179.05,C592771932,10212.0,0.0,C1885780198,808926.36,926105.4,0.0
12,CASH_OUT,157858.04,C1967521081,27614.0,0.0,C1571119464,5832.0,0.0,0.0
14,CASH_OUT,145638.87,C927934490,1539.0,0.0,C1443668618,1063502.5,1209141.37,0.0
14,CASH_OUT,118716.17,C1097150902,0.0,0.0,C1538061095,135868.68,254584.84,0.0
11,CASH_OUT,1038786.32,C1435041629,376439.2,0.0,C883297995,486229.0,1525015.32,0.0
9,CASH_OUT,250609.3,C1632498383,97935.0,0.0,C353157610,0.0,97633.3,0.0
14,CASH_OUT,295633.51,C607076864,0.0,0.0,C586711602,3932480.0,4455116.47,0.0
14,DEBIT,4429.11,C1695892373,67.0,0.0,C1036743458,46985.0,0.0,0.0
10,PAYMENT,21762.63,C1482589694,0.0,0.0,M1592776406,0.0,0.0,0.0
14,CASH_IN,178806.66,C530162845,12161.0,190967.66,C112101276,0.0,0.0,0.0
10,TRANSFER,975880.72,C1831858212,65337.0,0.0,C577034657,1845667.07,2940586.63,0.0
15,CASH_OUT,946.28,C1305177182,0.0,0.0,C1888703417,723344.09,1210651.86,0.0
15,PAYMENT,571.26,C1138471355,1744.0,1172.74,M1899894109,0.0,0.0,0.0
7,TRANSFER,258559.5,C483145802,5102.0,0.0,C193864812,302931.44,461760.23,0.0
14,CASH_OUT,11178.06,C1631030613,0.0,0.0,C1727093989,289171.87,504560.34,0.0
2,CASH_OUT,87732.74,C843100836,0.0,0.0,C564160838,982970.02,1070702.75,0.0
12,CASH_IN,9825.12,C668642553,143342.43,153167.55,C404294128,733764.22,1147087.08,0.0
13,PAYMENT,17310.59,C2101068830,124918.68,107608.09,M92828903,0.0,0.0,0.0
